is_target,users,conversion_rate,orders_per_user,gmv,gmv_per_user,average_order_value
False,360528,1.0,2.803385590023521,48432203.49,134.33687117228067,47.91951262443121
True,445909,1.0,3.176912778167743,67729986.45,151.8919475722625,47.811179650914085
